timestamp,can_id,data
0.23,0x427,43 C0 DA 43 03 A1 15 87
0.23,0x6B2,9A C5 57 DF 26 BD 49 9B
0.24,0x1A4,9F C4 00 00 C0 7C E0 F6
0.24,0x245,21 68 38 36 5E 00 CD ED
0.24,0x316,20 03 0F 8A 53 0F 59 C1
0.24,0x083,18 00 DC BA 5C 2A 9B B0
0.24,0x427,DF A2 7E 33 E6 D2 83 B6
0.24,0x6B2,9A A3 CC 4F FA 5B 24 66
0.25,0x1A4,BE 1B 00 00 39 AD F3 AB
0.25,0x245,8E 68 5E A6 71 00 98 5F
0.25,0x316,20 03 27 70 CB 1B 4D E6
0.25,0x083,19 00 7F 84 8F 98 94 73
0.25,0x427,97 21 FA 1E 1D BE 76 3F
0.25,0x6B2,CF C3 85 39 5C 00 64 10
0.26,0x1A4,9B C6 00 00 59 80 62 05
0.26,0x245,62 62 9B 96 03 00 CD 8D
0.26,0x316,20 03 E8 3A F2 02 A4 96
0.26,0x083,1A 00 60 38 56 42 D7 01
0.26,0x427,56 9A 2C 12 6E 10 35 B5
0.26,0x6B2,B6 F6 8F A1 E0 59 12 0F
0.27,0x1A4,D4 ED 00 00 C6 25 41 11
0.27,0x245,26 9B C9 E7 FB 00 0A 08
0.27,0x316,20 03 11 DC 3C F6 96 54
0.27,0x083,1B 00 23 12 50 BC 9F 83
0.27,0x427,2D DF ED 3C 3B 49 4A 47
0.27,0x6B2,A7 20 42 AB E7 1F 44 7C
0.28,0x1A4,3A 39 00 00 33 3C 0B 8A
0.28,0x245,6F 30 DF 21 2B 00 2D B9
0.28,0x316,20 03 7D EF 63 DB E3 E1
0.28,0x083,1C 00 2F 92 43 9B 82 93
0.28,0x427,F9 F7 00 79 28 11 35 3E
0.28,0x6B2,9F D1 DC C8 20 C1 14 79
0.29,0x1A4,9D 1F 00 00 F2 14 35 68
0.29,0x245,5F B0 BE 30 54 00 25 18
0.29,0x316,20 03 D0 18 FA 17 B3 A8
0.29,0x083,1D 00 59 6E DF 3E B3 5A
0.29,0x427,11 A6 6F 6C BC FF 3D 69
0.29,0x6B2,B3 ED 8E 77 AC 67 24 DD
0.30,0x1A4,1A B7 00 00 A6 29 DE 0D
0.30,0x245,63 9A 61 AC CF 00 48 A7
0.30,0x316,20 03 F2 FB 41 09 6C A5
0.30,0x083,1E 00 31 19 EF 4F 84 0F
0.30,0x427,3A 30 12 67 AB 34 6C BA
0.30,0x6B2,07 89 DC 56 71 A1 F3 CC
0.31,0x1A4,5E 92 00 00 27 0E F9 1B
0.31,0x245,04 F1 A7 3F 00 00 0C 31
0.31,0x316,20 03 B1 30 E4 05 4A 89
0.31,0x083,1F 00 D8 72 B4 FC E2 23
0.31,0x427,61 6F 00 6C 76 12 F9 2E
0.31,0x6B2,19 BC 4E 47 15 CB 6E 76
0.32,0x1A4,BF 50 00 00 BF 4F DE DF
0.32,0x245,7C 22 5B EC 92 00 4C 13
0.32,0x316,20 03 71 71 BB 8B DA CE
0.32,0x083,20 00 81 DC 6E A5 20 DB
0.32,0x427,A3 1E E2 8C E5 8B 10 19
0.32,0x6B2,58 5B F3 0C B8 F7 F2 A6
0.33,0x1A4,D5 F9 00 00 81 F8 63 8A
0.33,0x245,70 E3 05 D6 A8 00 C7 03
0.33,0x316,20 03 10 F8 B7 11 E0 17
0.33,0x083,21 00 26 ED 30 AB E9 C0
0.33,0x427,A5 1F 44 D9 C0 5D 83 3C
0.33,0x6B2,62 5D 93 2A 7A C0 0A 68
0.34,0x1A4,17 FA 00 00 3E 4E 3A 7B
0.34,0x245,81 20 B8 36 71 00 59 DD
0.34,0x316,20 03 AA 66 F4 7E 06 E7
0.34,0x083,22 00 02 0F 88 A8 25 2A
0.34,0x427,E3 61 04 61 27 41 8D 00
0.34,0x6B2,48 33 3D FC 24 AE F2 63
0.35,0x1A4,FC 58 00 00 CF 49 30 ED
0.35,0x245,C6 D9 B8 C8 CD 00 FE C8
0.35,0x316,20 03 7B 74 F2 17 06 49
0.35,0x083,23 00 4A 6C 18 D2 53 B2
0.35,0x427,C3 C4 12 F5 76 65 02 BB
0.35,0x6B2,7D 05 D4 FE 8E 61 8A C8
0.36,0x1A4,34 D5 00 00 E1 65 70 A9
0.36,0x245,CA 9A E9 B7 79 00 96 7C
0.36,0x316,20 03 A0 27 8C 25 9D 30
0.36,0x083,24 00 F5 4B EC 3E BB 37
0.36,0x427,46 56 FD F7 D6 C2 F8 0E
0.36,0x6B2,C0 28 45 94 85 45 59 BC
0.37,0x1A4,10 4E 00 00 4B EA 9A 0F
0.37,0x245,9B 53 7B BF BA 00 48 50
0.37,0x316,20 03 A2 0E C2 20 D6 0C
0.37,0x083,25 00 8C 95 EA CF 0E 7A
0.37,0x427,64 CD BA 80 67 F4 5C EB
0.37,0x6B2,CA D9 4B DA FB E1 F7 87
0.38,0x1A4,E5 82 00 00 E0 A8 8F 0E
0.38,0x245,22 9B F5 F5 62 00 01 82
0.38,0x316,20 03 82 14 D0 95 F1 D9
0.38,0x083,26 00 92 2F 29 9D 8A 11
0.38,0x427,81 38 54 98 10 E2 65 11
0.38,0x6B2,CC BA DA AC EC 2E A0 DC
0.39,0x1A4,96 52 00 00 AF D5 5D 67
0.39,0x245,8A E3 B0 1E 8B 00 0C F1
0.39,0x316,20 03 E9 E3 78 3F D6 91
0.39,0x083,27 00 07 3F 03 0A 34 94
0.39,0x427,56 68 32 98 7E 82 2C 0A
0.39,0x6B2,65 C9 8F 9E 54 DD FC 14
0.40,0x1A4,E3 52 00 00 92 9B 49 A8
0.40,0x245,0C 88 6B 95 33 00 B2 90
0.40,0x316,20 03 D5 85 3F 9D FD 50
0.40,0x083,28 00 48 EF 62 8A C1 42
0.40,0x427,B8 54 4A 34 5B 29 73 AB
0.40,0x6B2,8D 58 58 B7 9A 5A 6E 50
0.41,0x1A4,DD 85 00 00 11 50 FF 43
0.41,0x245,A6 38 52 65 25 00 81 21
0.41,0x316,20 03 F3 AB 28 8A 3F A5
0.41,0x083,29 00 CC 4C 75 AB 0C 75
0.41,0x427,0A FD F0 50 3B 25 D4 ED
0.41,0x6B2,F2 30 7A C0 5B 48 8C EF
0.42,0x1A4,83 2F 00 00 73 7F 62 02
0.42,0x245,27 33 52 75 ED 00 04 9F
0.42,0x316,20 03 9A FF E4 59 20 90
0.42,0x083,2A 00 00 FF 15 5F 98 19
0.42,0x427,E0 36 C1 12 8B 68 A2 89
0.42,0x6B2,EB 47 91 36 CC A8 81 81
0.43,0x1A4,AF 2C 00 00 68 AC E8 21
0.43,0x245,3E 12 EA EE 99 00 58 59
0.43,0x316,20 03 80 E1 A3 4E 9C 11
0.43,0x083,2B 00 17 E1 64 6C 89 3E
0.43,0x427,D2 53 99 5E 12 EF F4 48
0.43,0x6B2,B8 18 62 28 20 DD 2C 70
0.44,0x1A4,32 4F 00 00 0C 55 10 8B
0.44,0x245,43 31 1B B4 66 00 71 4D
0.44,0x316,20 03 96 9C 7C CF DD FB
0.44,0x083,2C 00 BB FC 11 1A 9E CE
0.44,0x427,E6 FD 6A A7 4F A8 68 87
0.44,0x6B2,F0 B1 00 02 31 15 F9 AA
0.45,0x1A4,9A BC 00 00 56 6A FA 8D
0.45,0x245,EA 11 A4 4C 5E 00 87 EE
0.45,0x316,20 03 D3 A9 1A A5 84 1A
0.45,0x083,2D 00 5D F0 C5 ED CC E0
0.45,0x427,0F E7 60 22 EF 09 B4 43
0.45,0x6B2,AC BB 8C 1D 57 36 C4 E3
0.46,0x1A4,A9 B5 00 00 1B 05 0F BE
0.46,0x245,97 10 A0 8D 2A 00 CB 27
0.46,0x316,20 03 B8 45 DB 2D 21 48
0.46,0x083,2E 00 D6 9A 2D D3 EB 35
0.46,0x427,A7 6E B5 B7 AA 00 C7 57
0.46,0x6B2,0B F4 1E 34 D2 CF FF AF
0.47,0x1A4,29 6B 00 00 8A 7E 58 DA
0.47,0x245,E6 72 94 43 F1 00 62 81
0.47,0x316,20 03 10 7D 71 7B 49 40
0.47,0x083,2F 00 C4 E7 78 1C 7D E8
0.47,0x427,C0 40 9A D8 0F 28 01 0D
0.47,0x6B2,49 DF A0 17 23 77 60 A2
0.48,0x1A4,33 76 00 00 1C 28 50 D4
0.48,0x245,F3 83 D4 46 2D 00 49 0B
0.48,0x316,20 03 E8 00 16 F6 63 55
0.48,0x083,30 00 68 C5 A0 65 7D 21
0.48,0x427,B4 DC 19 A3 E2 09 D4 FA
0.48,0x6B2,1D 80 0F 43 BF 6F 5D 29
0.49,0x1A4,1F 4F 00 00 C9 21 1C 71
0.49,0x245,99 E9 3A 8D 3C 00 A6 B4
0.49,0x316,20 03 7C 6D B0 97 97 8F
0.49,0x083,31 00 79 02 48 C4 A3 1C
0.49,0x427,61 2E 43 13 A3 DB EE F1
0.49,0x6B2,B0 42 13 E2 69 A9 E6 B0
0.50,0x1A4,EA DC 00 00 FB 6B 28 26
0.50,0x245,3B CA AB 8B DE 00 39 09
0.50,0x316,20 03 A8 D5 58 F0 84 5E
0.50,0x083,32 00 1F 95 E2 48 72 8D
0.50,0x427,77 79 E9 25 97 80 06 6E
0.50,0x6B2,02 45 A0 20 DE 4B B5 0A
0.51,0x1A4,E7 04 00 00 2A CD 59 5D
0.51,0x245,89 A2 23 E6 07 00 DE EE
0.51,0x316,20 03 CE CB A7 DA E1 F8
0.51,0x083,33 00 57 DC E7 8C 36 0A
0.51,0x427,C0 EC 1F E6 C6 62 99 5B
0.51,0x6B2,6C 93 C7 35 36 EC 9B AE
0.52,0x1A4,47 2E 00 00 FA 25 BC AA
0.52,0x245,C3 AA 50 1A CA 00 8A 5A
0.52,0x316,20 03 B5 C7 B7 86 54 8F
0.52,0x083,34 00 56 E2 43 2C ED DF
0.52,0x427,3F 59 08 68 04 62 4D F9
0.52,0x6B2,2A AC E3 9E D9 C3 DD BF
0.53,0x1A4,BD CE 00 00 99 DB FE EC
0.53,0x245,B5 AA 0C EE 4C 00 9A 3C
0.53,0x316,20 03 56 DD 35 B7 99 29
0.53,0x083,35 00 E8 F9 69 65 C5 CC
0.53,0x427,5A BC 8E CF D0 4D 53 2D
0.53,0x6B2,10 7E A4 E1 6F 20 8C 69
0.54,0x1A4,3A 66 00 00 93 94 EA 2D
0.54,0x245,29 79 8F BC 01 00 AB EC
0.54,0x316,20 03 0A 55 28 7B 4A C8
0.54,0x083,36 00 49 EE AA 08 66 69
0.54,0x427,22 48 5F CD 9A 08 7F AB
0.54,0x6B2,C7 4C 33 DD 0D BB 2C BC
0.55,0x1A4,6A 44 00 00 62 E3 87 3F
0.55,0x245,0B 61 4D 44 91 00 C1 28
0.55,0x316,20 03 91 C9 A4 F7 86 B3
0.55,0x083,37 00 AC 1B 1A 41 EE 61
0.55,0x427,90 52 46 DF 0A DB E9 09
0.55,0x6B2,77 C4 CC DB 25 24 7F 78
0.56,0x1A4,81 6A 00 00 70 34 17 33
0.56,0x245,D0 D1 0B D1 F2 00 1F EB
0.56,0x316,20 03 D6 75 E3 36 83 59
0.56,0x083,38 00 20 4E 17 AC 0E D2
0.56,0x427,26 C3 9B CB CB 06 0F DF
0.56,0x6B2,BA B2 43 3A 97 84 11 39
0.57,0x1A4,5B DF 00 00 5A EF F7 A8
0.57,0x245,37 F0 70 31 D0 00 01 66
0.57,0x316,20 03 08 54 AA 87 52 47
0.57,0x083,39 00 46 DD F0 8E C5 11
0.57,0x427,50 0B 86 F7 16 BC F8 C5
0.57,0x6B2,58 BC 74 47 71 B6 E4 59
0.58,0x1A4,B5 25 00 00 0B 69 68 82
0.58,0x245,9E 52 51 66 2D 00 F4 AD
0.58,0x316,20 03 2C FB 8D 2D FA D7
0.58,0x083,3A 00 45 89 D8 3C C6 54
0.58,0x427,79 D8 71 F0 30 D4 10 07
0.58,0x6B2,66 09 87 1D DB 96 85 E0
0.59,0x1A4,A2 2C 00 00 CC FF DE 42
0.59,0x245,DB 9A B6 2D 5D 00 A1 94
0.59,0x316,20 03 68 F6 7A F8 C9 FB
0.59,0x083,3B 00 F5 43 42 39 CB 09
0.59,0x427,FC 44 C0 1B CC E4 B8 98
0.59,0x6B2,0C 92 3F 6F 44 F3 7E 58
0.60,0x1A4,D9 ED 00 00 63 5B 53 C9
0.60,0x245,1F 28 4D 50 71 00 B7 6F
0.60,0x316,20 03 30 9B 6F E1 F6 FB
0.60,0x083,3C 00 EC 82 59 F6 9A 1D
0.60,0x427,E3 2A 9C 62 29 F1 45 E6
0.60,0x6B2,2D 46 9B 93 AD 00 A9 30
0.61,0x1A4,8C 7E 00 00 6A EA 5C 0B
0.61,0x245,D0 F3 72 B5 35 00 A1 6F
0.61,0x316,20 03 6E 00 F4 7F 19 85
0.61,0x083,3D 00 F2 EC 00 7F 77 CE
0.61,0x427,6C FD D7 89 A5 DE D5 AF
0.61,0x6B2,74 90 2C B8 6B 15 B5 F0
0.62,0x1A4,AA 70 00 00 81 80 AE BC
0.62,0x245,43 4B AE AB FA 00 70 32
0.62,0x316,20 03 3D 5D A3 81 69 6E
0.62,0x083,3E 00 E9 11 2D 70 E9 F2
0.62,0x427,14 7B 0B AA 85 A3 B7 EB
0.62,0x6B2,4F FD 87 54 E7 1C 87 9F
0.63,0x1A4,86 C6 00 00 E6 C2 D3 A9
0.63,0x245,93 83 17 D9 D6 00 E7 1F
0.63,0x316,20 03 41 B8 33 78 69 E6
0.63,0x083,3F 00 E1 4C DE C7 D2 81
0.63,0x427,96 47 2D 4F 49 7E B9 AA
0.63,0x6B2,15 70 8C 68 04 B9 80 53
0.64,0x1A4,36 B6 00 00 26 40 7C B2
0.64,0x245,20 0B B0 4B FB 00 ED 8D
0.64,0x316,20 03 95 20 B6 6E 1C 31
0.64,0x083,40 00 A2 6B A1 D0 38 AA
0.64,0x427,67 AC BB F0 3F AA 0F 61
0.64,0x6B2,6C B5 64 AD 0E BF 85 BF
0.65,0x1A4,A6 43 00 00 44 0E 8D 2C
0.65,0x245,AF 62 92 9D D9 00 B0 91
0.65,0x316,20 03 0B 4D D5 8A F4 67
0.65,0x083,41 00 45 8C 50 03 6F D5
0.65,0x427,8B 9A 1A 00 B7 BF CA 4D
0.65,0x6B2,6C 2D 73 49 41 88 CE 35
0.66,0x1A4,48 26 00 00 9B 7D 27 C9
0.66,0x245,E6 E1 79 94 24 00 4E 9B
0.66,0x316,20 03 9A A7 FA EC 7E 52
0.66,0x083,42 00 09 77 64 E3 18 71
0.66,0x427,69 62 31 71 1E E8 F5 AC
0.66,0x6B2,9A 22 B5 36 8E 4C DC 82
0.67,0x1A4,C2 BA 00 00 35 3E 32 CB
0.67,0x245,44 C9 B3 E6 C7 00 B7 F5
0.67,0x316,20 03 C8 CB 31 F8 67 BC
0.67,0x083,43 00 70 2B 58 71 AA A8
0.67,0x427,08 29 B5 15 D0 39 A6 48
0.67,0x6B2,A9 A9 F4 83 36 53 F2 A9
0.68,0x1A4,77 69 00 00 4C E0 87 9E
0.68,0x245,DB E1 CE 55 2A 00 E8 17
0.68,0x316,20 03 84 D1 E1 3F B6 F3
0.68,0x083,44 00 4A C0 2F 59 20 3C
0.68,0x427,40 56 3C AC 65 A6 77 4F
0.68,0x6B2,FF 0C 82 39 F6 E7 7A CE
0.69,0x1A4,E8 2D 00 00 4B FD B8 25
0.69,0x245,0F BA 40 06 90 00 D4 0B
0.69,0x316,20 03 AE 3E 24 3B E3 FB
0.69,0x083,45 00 A2 79 77 73 7C 9C
0.69,0x427,DD 68 88 D9 A9 B7 BB C4
0.69,0x6B2,F0 DE A4 12 64 27 96 74
0.70,0x1A4,4C CE 00 00 5D DE D9 E2
0.70,0x245,DC 49 38 A1 0A 00 5F 93
0.70,0x316,20 03 C6 31 81 84 E5 B7
0.70,0x083,46 00 44 B2 B6 69 4C 62
0.70,0x427,95 80 8F 7E 63 A6 4F 66
0.70,0x6B2,B4 C3 75 3E 44 3C C7 25
0.71,0x1A4,E9 6A 00 00 CC 05 08 B0
0.71,0x245,87 62 6B 01 A1 00 85 E4
0.71,0x316,20 03 3F C0 39 D5 45 DC
0.71,0x083,47 00 21 C5 09 D9 AD E2
0.71,0x427,15 4E 49 1B 59 8F 46 C7
0.71,0x6B2,93 61 D6 6C 07 F9 05 38
0.72,0x1A4,CF E8 00 00 BA 24 DA CD
0.72,0x245,30 43 3D F5 2C 00 27 B2
0.72,0x316,20 03 98 84 D6 BD EC 76
0.72,0x083,48 00 DB 0C 79 25 B2 8E
0.72,0x427,46 75 CB 3F 85 50 DF EA
0.72,0x6B2,27 92 2C D9 76 5B 11 1F
0.73,0x1A4,BF AE 00 00 E1 82 22 22
0.73,0x245,6F A3 29 CD FE 00 F2 76
0.73,0x316,20 03 E6 AA 4D 42 F8 87
0.73,0x083,49 00 E6 FC 58 BA 15 8F
0.73,0x427,25 90 6F 98 52 70 3A 51
0.73,0x6B2,A3 CB 35 F3 92 10 58 C1
0.74,0x1A4,51 7D 00 00 F4 7D 4C 71
0.74,0x245,52 C8 D6 9C 32 00 A4 D0
0.74,0x316,20 03 22 B8 2E 71 5B E4
0.74,0x083,4A 00 39 81 DC E1 3E 6D
0.74,0x427,53 2E A0 D4 B9 A1 27 E8
0.74,0x6B2,1B 56 41 8C E6 64 27 72
0.75,0x1A4,39 6E 00 00 88 92 BE 28
0.75,0x245,F7 33 60 BE 30 00 8A DC
0.75,0x316,20 03 84 79 99 C5 37 73
0.75,0x083,4B 00 5A 42 8E 71 74 C0
0.75,0x427,70 1A 4B 3F 0D 41 01 D7
0.75,0x6B2,AF C7 3D A3 62 E0 FD 46
0.76,0x1A4,91 5D 00 00 B9 B2 15 C7
0.76,0x245,93 E3 73 85 D8 00 0E 7C
0.76,0x316,20 03 72 A0 99 37 3F 3D
0.76,0x083,4C 00 4C 46 97 7D 9B 70
0.76,0x427,F7 F2 D5 13 5B E0 AA B6
0.76,0x6B2,F1 7A 25 49 74 C5 07 3C
0.77,0x1A4,19 1F 00 00 B8 1A FA 55
0.77,0x245,64 78 D8 51 1D 00 9D E4
0.77,0x316,20 03 47 8A CB BC A0 14
0.77,0x083,4D 00 6C 23 96 D6 9C 26
0.77,0x427,D8 F3 33 3B D3 99 0E 62
0.77,0x6B2,F1 B1 A6 B1 E2 3E 1E 27
0.78,0x1A4,8E E2 00 00 AC 9D C5 36
0.78,0x245,51 49 71 10 54 00 34 6A
0.78,0x316,20 03 58 68 82 A4 B4 54
0.78,0x083,4E 00 E8 8A BA D0 46 77
0.78,0x427,2F 2E 70 6A 5C A5 F0 0F
0.78,0x6B2,3C 19 F3 34 0E 5B 38 D5
0.79,0x1A4,9F 86 00 00 8B C0 B4 63
0.79,0x245,81 7A A3 E7 FF 00 11 C5
0.79,0x316,20 03 86 95 17 1F 31 F2
0.79,0x083,4F 00 0D B2 C6 0B 00 05
0.79,0x427,58 CA 52 DB 25 B7 72 E1
0.79,0x6B2,83 01 FE C3 5F 71 60 93
0.80,0x1A4,B4 A6 00 00 06 58 1B 7A
0.80,0x245,C4 63 82 01 70 00 57 F1
0.80,0x316,20 03 0C 5A FE E0 71 4C
0.80,0x083,50 00 E3 C0 39 2A D6 63
0.80,0x427,95 90 7B DA BB 9E 42 E4
0.80,0x6B2,B1 02 14 F4 73 50 F2 D5
0.81,0x1A4,8D FA 00 00 AB D2 C8 89
0.81,0x245,DF 2B 5D BF 52 00 10 BC
0.81,0x316,20 03 CF 8B 03 29 C4 CC
0.81,0x083,51 00 6E 9A E6 F6 D6 E5
0.81,0x427,4C 39 75 38 79 9B FC 7C
0.81,0x6B2,3F 04 2C 38 B6 16 DF 45
0.82,0x1A4,5E F2 00 00 BF 08 53 7C
0.82,0x245,BA 2B 6E 07 4C 00 8C 63
0.82,0x316,20 03 0C 56 37 4D 3B AB
0.82,0x083,52 00 DC AD 36 0E 53 CC
0.82,0x427,1F 4C 81 67 7F F3 63 B9
